@attribute ROOM {2151,2152,2153,2131,2130,2123,2124,}

@data

51,73,83,85,0,51,73,81,85,0,83,0,84,0,72,0,0,72,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
49,74,88,86,0,49,74,0,88,0,83,0,84,0,82,0,0,82,0,0,0,0,0,0,0,0,0,82,0,0,0,83,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
43,71,79,84,0,43,71,78,84,0,75,0,75,0,73,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
48,67,81,85,0,47,68,80,88,0,75,0,75,0,77,0,0,77,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123
41,70,82,81,0,41,70,83,85,93,63,0,64,0,69,0,0,69,0,88,0,0,0,0,0,0,0,0,0,0,85,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
41,71,0,76,0,40,71,0,76,0,67,0,67,0,68,0,86,69,0,88,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
35,68,84,84,0,35,68,83,83,0,71,0,70,0,71,0,86,70,0,84,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
43,77,84,77,0,43,78,83,79,0,73,0,72,0,75,86,0,78,0,84,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,87,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
51,66,0,82,0,51,65,0,81,0,81,0,81,0,76,86,0,76,0,0,0,0,0,0,0,0,85,0,0,0,87,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
44,69,0,82,0,44,66,0,81,0,79,0,80,0,75,0,0,77,0,0,0,0,0,0,0,0,82,0,0,0,87,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
53,67,0,83,0,53,67,0,83,0,79,0,80,0,76,85,0,76,0,0,0,0,0,0,0,0,83,0,0,0,0,80,0,0,0,0,0,80,81,0,0,0,0,0,0,0,0,0,0,0,0,2124
44,69,0,77,0,45,70,0,77,0,0,0,0,0,76,85,0,77,0,0,0,0,0,0,0,0,82,0,0,0,0,80,0,0,0,0,83,80,81,0,0,0,0,0,0,0,0,0,0,0,0,2124
46,63,0,78,0,46,60,0,78,0,82,0,80,0,73,87,0,74,0,0,0,0,0,0,0,0,82,82,0,0,80,0,0,0,0,0,83,80,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
57,71,0,82,0,57,72,0,85,0,80,0,81,0,80,87,0,81,0,0,0,0,0,0,0,0,81,82,0,0,80,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
59,72,0,82,0,60,73,0,85,0,80,0,90,0,75,84,0,74,0,80,0,0,0,0,0,0,84,75,0,0,0,81,0,0,0,0,79,81,85,0,0,0,0,0,0,0,0,0,0,0,0,2124
54,60,0,75,0,54,60,0,75,0,0,0,86,0,84,84,0,74,0,80,0,0,0,0,0,0,84,75,0,0,0,81,0,0,0,0,79,81,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
56,69,0,75,0,56,69,0,75,0,78,0,79,0,73,0,0,73,0,0,0,0,0,0,0,0,84,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
51,66,80,75,0,53,64,81,75,0,78,0,79,0,73,0,80,73,80,0,0,0,0,0,0,0,84,82,0,0,0,78,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,2124
