name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"void MainActivity.createScanConditionsDialog()","de.tuhh.ti5.androidsvgnavimap.MainActivity.createScanConditionsDialog():void",1,1,  ,245,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,630,1042,N,"void void MainActivity.createScanConditionsDialog()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",40,0.00,1.23,1,15,,1
"void MainActivity.determineProjectName()","de.tuhh.ti5.androidsvgnavimap.MainActivity.determineProjectName():void",0,0,  ,349,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,170,1042,N,"void void MainActivity.determineProjectName()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",20,0.00,1.28,4,14,,3
"void MainActivity.doBindService()","de.tuhh.ti5.androidsvgnavimap.MainActivity.doBindService():void",1,0,  ,44,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,904,1042,N,"void void MainActivity.doBindService()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",6,0.83,0.85,4,2,904 905 907,1
"void MainActivity.doUnbindService()","de.tuhh.ti5.androidsvgnavimap.MainActivity.doUnbindService():void",2,0,  ,69,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,909,1042,N,"void void MainActivity.doUnbindService()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",8,0.88,0.85,5,1,909 910 912 913 915,2
"void MainActivity.fileDownloaded(File)","de.tuhh.ti5.androidsvgnavimap.MainActivity.fileDownloaded(java.io.File):void",2,0,  ,150,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,823,1042,N,"void void MainActivity.fileDownloaded(File)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.io.File *file)",70,0.09,1.61,2,38,823 824 825 880,7
"String MainActivity.getProjectName()","de.tuhh.ti5.androidsvgnavimap.MainActivity.getProjectName():java.lang.String",1,0,  ,14,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,1039,1042,N,"class java.lang.String *String MainActivity.getProjectName()()",4,0.75,0.78,5,0,1039 1040,1
"SvgWebView MainActivity.getWebview()","de.tuhh.ti5.androidsvgnavimap.MainActivity.getWebview():ti5.dibusapp.navigation.SvgWebView",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,819,1042,N,"class ti5.dibusapp.navigation.SvgWebView *SvgWebView MainActivity.getWebview()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",4,0.75,0.70,4,0,819 820,1
"void MainActivity.handleAppUpdate(URL)","de.tuhh.ti5.androidsvgnavimap.MainActivity.handleAppUpdate(java.net.URL):void",1,0,  ,86,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,433,1042,N,"void void MainActivity.handleAppUpdate(URL)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.net.URL *url)",9,0.89,0.90,2,5,433 434 435,1
"void MainActivity.handleMapDownload(URL)","de.tuhh.ti5.androidsvgnavimap.MainActivity.handleMapDownload(java.net.URL):void",1,0,  ,146,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,437,1042,N,"void void MainActivity.handleMapDownload(URL)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.net.URL *url)",14,0.93,1.11,2,10,437 439 440 441 442 443 444,1
"void MainActivity.handleScanResult(String)","de.tuhh.ti5.androidsvgnavimap.MainActivity.handleScanResult(java.lang.String):void",0,0,  ,198,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,402,1042,N,"void void MainActivity.handleScanResult(String)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.lang.String *data)",34,0.00,1.43,1,25,,6
"boolean MainActivity.isCameraAvailable()","de.tuhh.ti5.androidsvgnavimap.MainActivity.isCameraAvailable():boolean",1,0,  ,44,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,380,1042,N,"_Bool boolean MainActivity.isCameraAvailable()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",6,0.83,0.70,2,2,380 381 382,1
"void MainActivity.launchQRScanner()","de.tuhh.ti5.androidsvgnavimap.MainActivity.launchQRScanner():void",1,0,  ,227,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,367,1042,N,"void void MainActivity.launchQRScanner()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",15,0.93,1.00,1,8,367 368 369 371 372 373 375 376 378,2
"void MainActivity.nodeSelected(int)","de.tuhh.ti5.androidsvgnavimap.MainActivity.nodeSelected(int):void",2,0,  ,126,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,199,1042,N,"void void MainActivity.nodeSelected(int)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, int nodeid)",15,0.93,1.34,2,19,199 200 201 204 206 208 209,2
"void MainActivity.onActivityResult(int,int,Intent)","de.tuhh.ti5.androidsvgnavimap.MainActivity.onActivityResult(int,int,android.content.Intent):void",6,0,  ,396,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,386,1042,N,"void void MainActivity.onActivityResult(int,int,Intent)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, int requestCode, int resultCode, class android.content.Intent *data)",21,0.95,1.48,0,29,386 387 389 390 391 392 393 394 395 400,6
"void MainActivity.onCreate(Bundle)","de.tuhh.ti5.androidsvgnavimap.MainActivity.onCreate(android.os.Bundle):void",0,0,  ,76,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,84,1042,N,"void void MainActivity.onCreate(Bundle)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class android.os.Bundle *savedInstanceState)",68,0.00,1.90,0,79,,4
"boolean MainActivity.onCreateOptionsMenu(Menu)","de.tuhh.ti5.androidsvgnavimap.MainActivity.onCreateOptionsMenu(android.view.Menu):boolean",1,0,  ,56,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,447,1042,N,"_Bool boolean MainActivity.onCreateOptionsMenu(Menu)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class android.view.Menu *menu)",7,0.86,0.60,0,3,447 452 453 454,1
"boolean MainActivity.onOptionsItemSelected(MenuItem)","de.tuhh.ti5.androidsvgnavimap.MainActivity.onOptionsItemSelected(android.view.MenuItem):boolean",0,0,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,485,1042,N,"_Bool boolean MainActivity.onOptionsItemSelected(MenuItem)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class android.view.MenuItem *item)",122,0.00,1.93,0,85,,23
"boolean MainActivity.onPrepareOptionsMenu(Menu)","de.tuhh.ti5.androidsvgnavimap.MainActivity.onPrepareOptionsMenu(android.view.Menu):boolean",4,0,  ,58,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,458,1042,N,"_Bool boolean MainActivity.onPrepareOptionsMenu(Menu)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class android.view.Menu *menu)",6,0.00,0.70,0,4,,1
"void MainActivity.onStop()","de.tuhh.ti5.androidsvgnavimap.MainActivity.onStop():void",4,0,  ,118,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,188,1042,N,"void void MainActivity.onStop()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",14,0.57,1.08,0,11,188 189 190 192 196 197,2
"void MainActivity.toast(String)","de.tuhh.ti5.androidsvgnavimap.MainActivity.toast(java.lang.String):void",1,0,  ,22,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,1021,1042,N,"void void MainActivity.toast(String)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.lang.String *string)",5,0.80,1.26,13,4,1021 1022,1
"void MainActivity.toast(String,boolean)","de.tuhh.ti5.androidsvgnavimap.MainActivity.toast(java.lang.String,boolean):void",1,0,  ,24,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,1034,1042,N,"void void MainActivity.toast(String,boolean)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.lang.String *string, _Bool alwaysLong)",5,0.80,0.85,2,4,1034 1035,1
"void MainActivity.toast(String,int)","de.tuhh.ti5.androidsvgnavimap.MainActivity.toast(java.lang.String,int):void",1,0,  ,56,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,1024,1042,N,"void void MainActivity.toast(String,int)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.lang.String *string, int length)",7,0.86,1.32,17,3,1024 1025 1026 1031,1
"void MainActivity.toggleLearnLocation()","de.tuhh.ti5.androidsvgnavimap.MainActivity.toggleLearnLocation():void",3,0,  ,296,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,798,1042,N,"void void MainActivity.toggleLearnLocation()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",27,0.96,1.11,1,11,798 800 801 802 805 806 808 809 810 811 813 814 815 817,4
"void MainActivity.toggleWekaService()","de.tuhh.ti5.androidsvgnavimap.MainActivity.toggleWekaService():void",4,0,  ,135,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,958,1042,N,"void void MainActivity.toggleWekaService()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",10,0.00,1.20,2,13,,2
"void MainActivity.updateActionBarIcons(Menu)","de.tuhh.ti5.androidsvgnavimap.MainActivity.updateActionBarIcons(android.view.Menu):void",4,0,  ,125,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,463,1042,N,"void void MainActivity.updateActionBarIcons(Menu)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class android.view.Menu *menu)",14,0.00,0.60,1,2,,4
"void MainActivity.uploadArffFileToServer()","de.tuhh.ti5.androidsvgnavimap.MainActivity.uploadArffFileToServer():void",0,0,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,714,1042,N,"void void MainActivity.uploadArffFileToServer()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",51,0.00,1.57,1,35,,4
"void MainActivity.uploadFile(File,String)","de.tuhh.ti5.androidsvgnavimap.MainActivity.uploadFile(java.io.File,java.lang.String):void",1,0,  ,366,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,758,1042,N,"void void MainActivity.uploadFile(File,String)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, class java.io.File *srcFileLocal, class java.lang.String *dstFileRemote)",25,0.92,1.34,2,19,758 760 762 764 766 767 768 770 789 791 792 793 794 796,2
"void MainActivity.wekaServiceOff()","de.tuhh.ti5.androidsvgnavimap.MainActivity.wekaServiceOff():void",4,0,  ,100,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,939,1042,N,"void void MainActivity.wekaServiceOff()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",16,0.31,1.00,4,5,939 940 941 942 956,3
"void MainActivity.wekaServiceOn()","de.tuhh.ti5.androidsvgnavimap.MainActivity.wekaServiceOn():void",3,0,  ,108,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,917,1042,N,"void void MainActivity.wekaServiceOn()(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this)",18,0.28,1.04,3,7,917 919 920 921 937,3
"void MainActivity.wifiLearnScan(int)","de.tuhh.ti5.androidsvgnavimap.MainActivity.wifiLearnScan(int):void",0,0,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/MainActivity.java,218,1042,N,"void void MainActivity.wifiLearnScan(int)(class de.tuhh.ti5.androidsvgnavimap.MainActivity *this, int nodeid)",43,0.00,1.36,5,17,,5
"PreferencesActivity.<init>()","de.tuhh.ti5.androidsvgnavimap.PreferencesActivity.<init>()",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/PreferencesActivity.java,9,18,N,"void PreferencesActivity.<init>()(class de.tuhh.ti5.androidsvgnavimap.PreferencesActivity *this)",5,0.80,0.30,0,1,9,1
"de.tuhh.ti5.androidsvgnavimap.PreferencesActivity.InferGeneratedHarness()","de.tuhh.ti5.androidsvgnavimap.PreferencesActivity.InferGeneratedHarness()",4,1,  ,238,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/infer-out/sources/de.tuhh.ti5.androidsvgnavimap.PreferencesActivity_InferGeneratedHarness.java,30,0,N,"void de.tuhh.ti5.androidsvgnavimap.PreferencesActivity.InferGeneratedHarness()()",3,0.00,1.18,0,14,,1
"void PreferencesActivity.onCreate(Bundle)","de.tuhh.ti5.androidsvgnavimap.PreferencesActivity.onCreate(android.os.Bundle):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/PreferencesActivity.java,13,18,N,"void void PreferencesActivity.onCreate(Bundle)(class de.tuhh.ti5.androidsvgnavimap.PreferencesActivity *this, class android.os.Bundle *savedInstanceState)",5,0.80,0.30,0,1,13 14,1
"R$array.<init>()","de.tuhh.ti5.androidsvgnavimap.R$array.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,11,210,N,"void R$array.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$array *this)",5,0.80,0.30,0,1,11,1
"R$attr.<init>()","de.tuhh.ti5.androidsvgnavimap.R$attr.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,20,210,N,"void R$attr.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$attr *this)",5,0.80,0.30,0,1,20,1
"R$color.<init>()","de.tuhh.ti5.androidsvgnavimap.R$color.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,30,210,N,"void R$color.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$color *this)",5,0.80,0.30,0,1,30,1
"R$dimen.<init>()","de.tuhh.ti5.androidsvgnavimap.R$dimen.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,33,210,N,"void R$dimen.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$dimen *this)",5,0.80,0.30,0,1,33,1
"R$drawable.<init>()","de.tuhh.ti5.androidsvgnavimap.R$drawable.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,37,210,N,"void R$drawable.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$drawable *this)",5,0.80,0.30,0,1,37,1
"R$id.<init>()","de.tuhh.ti5.androidsvgnavimap.R$id.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,62,210,N,"void R$id.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$id *this)",5,0.80,0.30,0,1,62,1
"R$layout.<init>()","de.tuhh.ti5.androidsvgnavimap.R$layout.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,107,210,N,"void R$layout.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$layout *this)",5,0.80,0.30,0,1,107,1
"R$menu.<init>()","de.tuhh.ti5.androidsvgnavimap.R$menu.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,113,210,N,"void R$menu.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$menu *this)",5,0.80,0.30,0,1,113,1
"R$string.<init>()","de.tuhh.ti5.androidsvgnavimap.R$string.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,116,210,N,"void R$string.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$string *this)",5,0.80,0.30,0,1,116,1
"R$style.<init>()","de.tuhh.ti5.androidsvgnavimap.R$style.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,151,210,N,"void R$style.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$style *this)",5,0.80,0.30,0,1,151,1
"void R$styleable.<clinit>()","de.tuhh.ti5.androidsvgnavimap.R$styleable.<clinit>():void",1,0,  ,38,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,186,210,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",8,0.88,0.00,0,0,186,1
"R$styleable.<init>()","de.tuhh.ti5.androidsvgnavimap.R$styleable.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,173,210,N,"void R$styleable.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$styleable *this)",5,0.80,0.30,0,1,173,1
"R$xml.<init>()","de.tuhh.ti5.androidsvgnavimap.R$xml.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,170,210,N,"void R$xml.<init>()(class de.tuhh.ti5.androidsvgnavimap.R$xml *this)",5,0.80,0.30,0,1,170,1
"R.<init>()","de.tuhh.ti5.androidsvgnavimap.R.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/r/release/de/tuhh/ti5/androidsvgnavimap/R.java,10,210,N,"void R.<init>()(class de.tuhh.ti5.androidsvgnavimap.R *this)",5,0.80,0.30,0,1,10 173,1
"SSIDMap.<init>()","de.tuhh.ti5.androidsvgnavimap.SSIDMap.<init>()",1,0,  ,44,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,15,220,N,"void SSIDMap.<init>()(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this)",8,0.88,0.48,0,2,15 16 17,1
"void SSIDMap.addScanResult(int,CompleteScanResult)","de.tuhh.ti5.androidsvgnavimap.SSIDMap.addScanResult(int,de.tuhh.ti5.androidsvgnavimap.CompleteScanRe489A",1,0,  ,42,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,32,220,N,"void void SSIDMap.addScanResult(int,CompleteScanResult)(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this, int nodeid, class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *singleScanResult)",7,0.00,0.95,1,7,,1
"void SSIDMap.addScanResult(int,List)","de.tuhh.ti5.androidsvgnavimap.SSIDMap.addScanResult(int,java.util.List):void",1,0,  ,72,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,22,220,N,"void void SSIDMap.addScanResult(int,List)(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this, int roomId, class java.util.List *scanResults)",14,0.00,0.85,2,4,,2
"void SSIDMap.clearScanResults()","de.tuhh.ti5.androidsvgnavimap.SSIDMap.clearScanResults():void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,38,220,N,"void void SSIDMap.clearScanResults()(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this)",5,0.80,0.48,1,1,38 39 40,1
"void SSIDMap.readFromFile(File)","de.tuhh.ti5.androidsvgnavimap.SSIDMap.readFromFile(java.io.File):void",0,1,TO,334,1,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,48,220,N,"void void SSIDMap.readFromFile(File)(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this, class java.io.File *arffFile)",123,0.00,1.66,0,45,,12
"void SSIDMap.saveToFile(File)","de.tuhh.ti5.androidsvgnavimap.SSIDMap.saveToFile(java.io.File):void",0,1,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,142,220,N,"void void SSIDMap.saveToFile(File)(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this, class java.io.File *arffFile)",139,0.00,1.56,0,35,,9
"String SSIDMap.toString()","de.tuhh.ti5.androidsvgnavimap.SSIDMap.toString():java.lang.String",0,0,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SSIDMap.java,131,220,N,"class java.lang.String *String SSIDMap.toString()(class de.tuhh.ti5.androidsvgnavimap.SSIDMap *this)",24,0.00,1.11,1,11,,2
"SampleScanActivity$1.<init>(SampleScanActivity)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1.<init>(de.tuhh.ti5.androidsvgnavimap.SampleScanAc6BB9",1,0,  ,28,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,91,1262,N,"void SampleScanActivity$1.<init>(SampleScanActivity)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1 *this, class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity *this$0)",6,0.83,0.48,1,1,91,1
"void SampleScanActivity$1.onServiceConnected(ComponentName,IBinder)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1.onServiceConnected(android.content.ComponentName,D6F1",1,0,  ,58,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,93,1262,N,"void void SampleScanActivity$1.onServiceConnected(ComponentName,IBinder)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1 *this, class android.content.ComponentName *className, class android.os.IBinder *service)",7,0.86,0.48,0,2,93 94 95 97,1
"void SampleScanActivity$1.onServiceDisconnected(ComponentName)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1.onServiceDisconnected(android.content.ComponentNa22C8",1,0,  ,36,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,100,1262,N,"void void SampleScanActivity$1.onServiceDisconnected(ComponentName)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$1 *this, class android.content.ComponentName *className)",6,0.83,0.30,0,1,100 101 102,1
"SampleScanActivity$2.<init>(SampleScanActivity)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$2.<init>(de.tuhh.ti5.androidsvgnavimap.SampleScanAc6E89",1,0,  ,26,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,120,1262,N,"void SampleScanActivity$2.<init>(SampleScanActivity)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$2 *this, class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity *this$0)",6,0.83,0.48,1,1,120,1
"void SampleScanActivity$2.onReceive(Context,Intent)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$2.onReceive(android.content.Context,android.contentF9F2",0,1,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,125,1262,N,"void void SampleScanActivity$2.onReceive(Context,Intent)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$2 *this, class android.content.Context *context, class android.content.Intent *intent)",80,0.00,1.52,0,32,,6
"SampleScanActivity$3.<init>(SampleScanActivity)","de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$3.<init>(de.tuhh.ti5.androidsvgnavimap.SampleScanAc6D99",1,0,  ,26,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/SampleScanActivity.java,337,1262,N,"void SampleScanActivity$3.<init>(SampleScanActivity)(class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity$3 *this, class de.tuhh.ti5.androidsvgnavimap.SampleScanActivity *this$0)",6,0.83,0.48,1,1,337,1
