name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"CameraPreview.<init>(Context,Camera$PreviewCallback,Camera$AutoFocusCallback)","com.dm.zbar.android.scanner.CameraPreview.<init>(android.content.Context,android.hardware.Camera$Pre5BF0",1,0,  ,124,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,27,174,N,"void CameraPreview.<init>(Context,Camera$PreviewCallback,Camera$AutoFocusCallback)(class com.dm.zbar.android.scanner.CameraPreview *this, class android.content.Context *context, class android.hardware.Camera$PreviewCallback *previewCallback, class android.hardware.Camera$AutoFocusCallback *autoFocusCb)",15,0.93,0.85,0,6,17 27 28 30 31 32 33 37 38 39 40,1
"Camera$Size CameraPreview.getOptimalPreviewSize(List,int,int)","com.dm.zbar.android.scanner.CameraPreview.getOptimalPreviewSize(java.util.List,int,int):android.hard2F32",0,1,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,121,174,N,"class android.hardware.Camera$Size *Camera$Size CameraPreview.getOptimalPreviewSize(List,int,int)(class com.dm.zbar.android.scanner.CameraPreview *this, class java.util.List *sizes, int w, int h)",52,0.00,0.85,1,5,,8
"void CameraPreview.hideSurfaceView()","com.dm.zbar.android.scanner.CameraPreview.hideSurfaceView():void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,92,174,N,"void void CameraPreview.hideSurfaceView()(class com.dm.zbar.android.scanner.CameraPreview *this)",5,0.80,0.30,0,1,92 93 94,1
"void CameraPreview.onLayout(boolean,int,int,int,int)","com.dm.zbar.android.scanner.CameraPreview.onLayout(boolean,int,int,int,int):void",3,2,TO,587,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,65,174,N,"void void CameraPreview.onLayout(boolean,int,int,int,int)(class com.dm.zbar.android.scanner.CameraPreview *this, _Bool changed, int l, int t, int r, int b)",24,0.83,0.60,0,3,65 66 67 69 70 72 73 74 80 81 82 85 86 90,6
"void CameraPreview.onMeasure(int,int)","com.dm.zbar.android.scanner.CameraPreview.onMeasure(int,int):void",2,0,  ,84,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,51,174,N,"void void CameraPreview.onMeasure(int,int)(class com.dm.zbar.android.scanner.CameraPreview *this, int widthMeasureSpec, int heightMeasureSpec)",13,0.00,1.04,0,10,,2
"void CameraPreview.setCamera(Camera)","com.dm.zbar.android.scanner.CameraPreview.setCamera(android.hardware.Camera):void",2,0,  ,114,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,42,174,N,"void void CameraPreview.setCamera(Camera)(class com.dm.zbar.android.scanner.CameraPreview *this, class android.hardware.Camera *camera)",11,0.91,0.60,0,3,42 43 44 45 46 48,2
"void CameraPreview.showSurfaceView()","com.dm.zbar.android.scanner.CameraPreview.showSurfaceView():void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,96,174,N,"void void CameraPreview.showSurfaceView()(class com.dm.zbar.android.scanner.CameraPreview *this)",5,0.80,0.30,0,1,96 97 98,1
"void CameraPreview.surfaceChanged(SurfaceHolder,int,int,int)","com.dm.zbar.android.scanner.CameraPreview.surfaceChanged(android.view.SurfaceHolder,int,int,int):voiDA9F",2,1,  ,213,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,154,174,N,"void void CameraPreview.surfaceChanged(SurfaceHolder,int,int,int)(class com.dm.zbar.android.scanner.CameraPreview *this, class android.view.SurfaceHolder *holder, int format, int w, int h)",17,0.94,0.95,0,8,154 155 157 160 163 164 165 167 168 169 170 172,3
"void CameraPreview.surfaceCreated(SurfaceHolder)","com.dm.zbar.android.scanner.CameraPreview.surfaceCreated(android.view.SurfaceHolder):void",2,0,  ,78,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,100,174,N,"void void CameraPreview.surfaceCreated(SurfaceHolder)(class com.dm.zbar.android.scanner.CameraPreview *this, class android.view.SurfaceHolder *holder)",12,0.50,0.48,0,2,100 104 105 110,3
"void CameraPreview.surfaceDestroyed(SurfaceHolder)","com.dm.zbar.android.scanner.CameraPreview.surfaceDestroyed(android.view.SurfaceHolder):void",2,0,  ,74,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/CameraPreview.java,112,174,N,"void void CameraPreview.surfaceDestroyed(SurfaceHolder)(class com.dm.zbar.android.scanner.CameraPreview *this, class android.view.SurfaceHolder *holder)",8,0.88,0.48,0,2,112 114 115 116 118,2
"ZBarScannerActivity$1.<init>(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity$1.<init>(com.dm.zbar.android.scanner.ZBarScannerActi38DC",1,0,  ,28,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,101,165,N,"void ZBarScannerActivity$1.<init>(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity$1 *this, class com.dm.zbar.android.scanner.ZBarScannerActivity *this$0)",6,0.83,0.48,1,1,101 151,1
"void ZBarScannerActivity$1.run()","com.dm.zbar.android.scanner.ZBarScannerActivity$1.run():void",3,0,  ,195,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,152,165,N,"void void ZBarScannerActivity$1.run()(class com.dm.zbar.android.scanner.ZBarScannerActivity$1 *this)",15,0.93,0.60,0,3,152 153 154 156,3
"ZBarScannerActivity$2.<init>(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity$2.<init>(com.dm.zbar.android.scanner.ZBarScannerActi7919",1,0,  ,28,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,101,165,N,"void ZBarScannerActivity$2.<init>(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity$2 *this, class com.dm.zbar.android.scanner.ZBarScannerActivity *this$0)",6,0.83,0.48,1,1,101 160,1
"void ZBarScannerActivity$2.onAutoFocus(boolean,Camera)","com.dm.zbar.android.scanner.ZBarScannerActivity$2.onAutoFocus(boolean,android.hardware.Camera):void",1,0,  ,78,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,161,165,N,"void void ZBarScannerActivity$2.onAutoFocus(boolean,Camera)(class com.dm.zbar.android.scanner.ZBarScannerActivity$2 *this, _Bool success, class android.hardware.Camera *camera)",9,0.89,0.60,0,3,161 162 163,1
"void ZBarScannerActivity.<clinit>()","com.dm.zbar.android.scanner.ZBarScannerActivity.<clinit>():void",1,0,  ,12,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,28,165,N,"class java.lang.Object *void ZBarScannerActivity.<clinit>()(class java.lang.String *field)",5,0.80,0.30,0,1,28 29,1
"ZBarScannerActivity.<init>()","com.dm.zbar.android.scanner.ZBarScannerActivity.<init>()",1,0,  ,70,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,18,165,N,"void ZBarScannerActivity.<init>()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",10,0.90,0.70,0,4,18 25 151 160,1
"com.dm.zbar.android.scanner.ZBarScannerActivity.InferGeneratedHarness()","com.dm.zbar.android.scanner.ZBarScannerActivity.InferGeneratedHarness()",0,1,  ,64,1,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/infer-out/sources/com.dm.zbar.android.scanner.ZBarScannerActivity_InferGeneratedHarness.java,32,0,N,"void com.dm.zbar.android.scanner.ZBarScannerActivity.InferGeneratedHarness()()",3,0.00,1.23,0,16,,1
"Camera ZBarScannerActivity.access$000(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity.access$000(com.dm.zbar.android.scanner.ZBarScannerAcAA9C",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,18,165,N,"class android.hardware.Camera *Camera ZBarScannerActivity.access$000(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity *x0)",4,0.75,0.30,1,0,18,1
"boolean ZBarScannerActivity.access$100(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity.access$100(com.dm.zbar.android.scanner.ZBarScannerAc24F6",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,18,165,N,"_Bool boolean ZBarScannerActivity.access$100(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity *x0)",4,0.75,0.30,1,0,18,1
"Runnable ZBarScannerActivity.access$200(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity.access$200(com.dm.zbar.android.scanner.ZBarScannerAc04A5",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,18,165,N,"class java.lang.Runnable *Runnable ZBarScannerActivity.access$200(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity *x0)",4,0.75,0.30,1,0,18,1
"Handler ZBarScannerActivity.access$300(ZBarScannerActivity)","com.dm.zbar.android.scanner.ZBarScannerActivity.access$300(com.dm.zbar.android.scanner.ZBarScannerAcA500",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,18,165,N,"class android.os.Handler *Handler ZBarScannerActivity.access$300(ZBarScannerActivity)(class com.dm.zbar.android.scanner.ZBarScannerActivity *x0)",4,0.75,0.30,1,0,18,1
"void ZBarScannerActivity.cancelRequest()","com.dm.zbar.android.scanner.ZBarScannerActivity.cancelRequest():void",1,0,  ,54,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,116,165,N,"void void ZBarScannerActivity.cancelRequest()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",8,0.88,0.85,2,4,116 117 118 119 120 121,1
"boolean ZBarScannerActivity.isCameraAvailable()","com.dm.zbar.android.scanner.ZBarScannerActivity.isCameraAvailable():boolean",1,0,  ,44,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,111,165,N,"_Bool boolean ZBarScannerActivity.isCameraAvailable()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",6,0.83,0.60,1,2,111 112 113,1
"void ZBarScannerActivity.onCreate(Bundle)","com.dm.zbar.android.scanner.ZBarScannerActivity.onCreate(android.os.Bundle):void",1,1,  ,268,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,33,165,N,"void void ZBarScannerActivity.onCreate(Bundle)(class com.dm.zbar.android.scanner.ZBarScannerActivity *this, class android.os.Bundle *savedInstanceState)",19,0.95,1.32,0,20,33 35 37 38 42 43 45 48 52 53 54,2
"void ZBarScannerActivity.onPause()","com.dm.zbar.android.scanner.ZBarScannerActivity.onPause():void",2,0,  ,138,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,90,165,N,"void void ZBarScannerActivity.onPause()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",15,0.93,0.90,0,7,90 94 95 96 97 98 99 104 106 107 109,2
"void ZBarScannerActivity.onPreviewFrame(byte[],Camera)","com.dm.zbar.android.scanner.ZBarScannerActivity.onPreviewFrame(byte[],android.hardware.Camera):void",0,0,TO,334,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,123,165,N,"void void ZBarScannerActivity.onPreviewFrame(byte[],Camera)(class com.dm.zbar.android.scanner.ZBarScannerActivity *this, char (*data)[_t$0], class android.hardware.Camera *camera)",34,0.00,1.32,0,20,,4
"void ZBarScannerActivity.onResume()","com.dm.zbar.android.scanner.ZBarScannerActivity.onResume():void",1,0,  ,84,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,72,165,N,"void void ZBarScannerActivity.onResume()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",14,0.71,1.00,0,9,72 75 76 82 83 85 86,2
"void ZBarScannerActivity.setupScanner()","com.dm.zbar.android.scanner.ZBarScannerActivity.setupScanner():void",1,0,  ,428,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/com/dm/zbar/android/scanner/ZBarScannerActivity.java,56,165,N,"void void ZBarScannerActivity.setupScanner()(class com.dm.zbar.android.scanner.ZBarScannerActivity *this)",22,0.91,0.78,1,4,56 57 58 59 61 62 63 64 65 68,3
"BuildConfig.<init>()","de.tuhh.ti5.androidsvgnavimap.BuildConfig.<init>()",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/build/generated/source/buildConfig/release/de/tuhh/ti5/androidsvgnavimap/BuildConfig.java,6,13,N,"void BuildConfig.<init>()(class de.tuhh.ti5.androidsvgnavimap.BuildConfig *this)",5,0.80,0.30,0,1,6,1
"CompleteScanResult.<init>()","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.<init>()",1,0,  ,38,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,44,72,N,"void CompleteScanResult.<init>()(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this)",7,0.86,0.48,0,2,36 44 45,1
"CompleteScanResult.<init>(List)","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.<init>(java.util.List)",2,0,  ,227,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,38,72,N,"void CompleteScanResult.<init>(List)(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this, class java.util.List *scanResults)",15,0.67,1.18,0,14,36 38 39 42,2
"void CompleteScanResult.add(ScanResult)","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.add(android.net.wifi.ScanResult):void",1,0,  ,30,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,55,72,N,"void void CompleteScanResult.add(ScanResult)(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this, class android.net.wifi.ScanResult *result)",5,0.80,1.00,1,8,55 56,1
"void CompleteScanResult.add(String,int)","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.add(java.lang.String,int):void",1,0,  ,152,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,47,72,N,"void void CompleteScanResult.add(String,int)(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this, class java.lang.String *BSSID, int level)",15,0.87,1.00,2,7,47 48 49 50 52,2
"Map CompleteScanResult.getScanData()","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.getScanData():java.util.Map",1,0,  ,18,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,58,72,N,"class java.util.Map *Map CompleteScanResult.getScanData()(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this)",4,0.75,0.70,4,0,58 59,1
"void CompleteScanResult.setScanData(Map)","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.setScanData(java.util.Map):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,62,72,N,"void void CompleteScanResult.setScanData(Map)(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this, class java.util.Map *scanData)",5,0.80,0.00,0,0,62 63 64,1
"String CompleteScanResult.toString()","de.tuhh.ti5.androidsvgnavimap.CompleteScanResult.toString():java.lang.String",1,0,  ,162,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/CompleteScanResult.java,68,72,N,"class java.lang.String *String CompleteScanResult.toString()(class de.tuhh.ti5.androidsvgnavimap.CompleteScanResult *this)",14,0.93,0.90,0,7,68 69,1
"void Logger.<clinit>()","de.tuhh.ti5.androidsvgnavimap.Logger.<clinit>():void",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,55,718,N,"class java.lang.Object *void Logger.<clinit>()(class java.lang.String *field)",7,0.86,0.00,0,0,55 63 73,1
"Logger.<init>()","de.tuhh.ti5.androidsvgnavimap.Logger.<init>()",1,0,  ,24,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,82,718,N,"void Logger.<init>()(class de.tuhh.ti5.androidsvgnavimap.Logger *this)",6,0.83,0.30,0,1,82 83 85,1
"Logger.<init>(Class)","de.tuhh.ti5.androidsvgnavimap.Logger.<init>(java.lang.Class)",1,0,  ,42,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,204,718,N,"void Logger.<init>(Class)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.Class *className)",7,0.86,0.48,0,2,204 205 206,1
"Logger.<init>(String)","de.tuhh.ti5.androidsvgnavimap.Logger.<init>(java.lang.String)",1,0,  ,28,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,193,718,N,"void Logger.<init>(String)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *logTag)",6,0.83,0.30,0,1,193 194 196,1
"void Logger.azzert(boolean,String)","de.tuhh.ti5.androidsvgnavimap.Logger.azzert(boolean,java.lang.String):void",2,0,  ,78,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,525,718,N,"void void Logger.azzert(boolean,String)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, _Bool logIfTrue, class java.lang.String *msg)",8,0.88,1.57,0,36,525 526 527 528,2
"void Logger.d(String)","de.tuhh.ti5.androidsvgnavimap.Logger.d(java.lang.String):void",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,214,718,N,"void void Logger.d(String)(class java.lang.String *msg)",5,0.80,1.57,0,36,214 216 217,1
"void Logger.d(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.d(java.lang.String,java.lang.Throwable):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,249,718,N,"void void Logger.d(String,Throwable)(class java.lang.String *msg, class java.lang.Throwable *tr)",5,0.80,1.57,0,36,249 250 251,1
"void Logger.debug(String)","de.tuhh.ti5.androidsvgnavimap.Logger.debug(java.lang.String):void",1,0,  ,32,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,225,718,N,"void void Logger.debug(String)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg)",6,0.83,1.57,0,36,225 226 227,1
"void Logger.debug(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.debug(java.lang.String,java.lang.Throwable):void",1,0,  ,36,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,237,718,N,"void void Logger.debug(String,Throwable)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg, class java.lang.Throwable *tr)",6,0.83,1.57,0,36,237 238 239,1
"void Logger.e(String)","de.tuhh.ti5.androidsvgnavimap.Logger.e(java.lang.String):void",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,446,718,N,"void void Logger.e(String)(class java.lang.String *msg)",5,0.80,1.57,0,36,446 447,1
"void Logger.e(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.e(java.lang.String,java.lang.Throwable):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,470,718,N,"void void Logger.e(String,Throwable)(class java.lang.String *msg, class java.lang.Throwable *tr)",5,0.80,1.57,0,36,470 471,1
"void Logger.error(String)","de.tuhh.ti5.androidsvgnavimap.Logger.error(java.lang.String):void",1,0,  ,32,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,435,718,N,"void void Logger.error(String)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg)",6,0.83,1.57,0,36,435 436 437,1
"void Logger.error(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.error(java.lang.String,java.lang.Throwable):void",1,0,  ,36,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,457,718,N,"void void Logger.error(String,Throwable)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg, class java.lang.Throwable *tr)",6,0.83,1.57,0,36,457 458 459,1
"void Logger.f(String)","de.tuhh.ti5.androidsvgnavimap.Logger.f(java.lang.String):void",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,489,718,N,"void void Logger.f(String)(class java.lang.String *msg)",5,0.80,1.57,0,36,489 490 491,1
"void Logger.f(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.f(java.lang.String,java.lang.Throwable):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,513,718,N,"void void Logger.f(String,Throwable)(class java.lang.String *msg, class java.lang.Throwable *tr)",5,0.80,1.57,0,36,513 514 515,1
"String Logger.getDateFormat()","de.tuhh.ti5.androidsvgnavimap.Logger.getDateFormat():java.lang.String",1,0,  ,14,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,703,718,N,"class java.lang.String *String Logger.getDateFormat()()",4,0.75,0.00,0,0,703 704,1
"String Logger.getLogFormat()","de.tuhh.ti5.androidsvgnavimap.Logger.getLogFormat():java.lang.String",1,0,  ,14,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,682,718,N,"class java.lang.String *String Logger.getLogFormat()()",4,0.75,0.00,0,0,682 683,1
"int Logger.getLogLevel()","de.tuhh.ti5.androidsvgnavimap.Logger.getLogLevel():int",1,0,  ,14,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,120,718,N,"int int Logger.getLogLevel()()",4,0.75,0.00,0,0,120 121,1
"void Logger.i(String)","de.tuhh.ti5.androidsvgnavimap.Logger.i(java.lang.String):void",1,0,  ,16,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,357,718,N,"void void Logger.i(String)(class java.lang.String *msg)",5,0.80,1.57,0,36,357 358 359,1
"void Logger.i(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.i(java.lang.String,java.lang.Throwable):void",1,0,  ,20,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,381,718,N,"void void Logger.i(String,Throwable)(class java.lang.String *msg, class java.lang.Throwable *tr)",5,0.80,1.57,0,36,381 382 383,1
"void Logger.info(String)","de.tuhh.ti5.androidsvgnavimap.Logger.info(java.lang.String):void",1,0,  ,32,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,347,718,N,"void void Logger.info(String)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg)",6,0.83,1.57,0,36,347 348 349,1
"void Logger.info(String,Throwable)","de.tuhh.ti5.androidsvgnavimap.Logger.info(java.lang.String,java.lang.Throwable):void",1,0,  ,36,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,369,718,N,"void void Logger.info(String,Throwable)(class de.tuhh.ti5.androidsvgnavimap.Logger *this, class java.lang.String *msg, class java.lang.Throwable *tr)",6,0.83,1.57,0,36,369 370 371,1
"boolean Logger.isAssertEnabled()","de.tuhh.ti5.androidsvgnavimap.Logger.isAssertEnabled():boolean",1,0,  ,10,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,183,718,N,"_Bool boolean Logger.isAssertEnabled()()",4,0.75,0.00,0,0,183 184,1
"boolean Logger.isDebugEnabled()","de.tuhh.ti5.androidsvgnavimap.Logger.isDebugEnabled():boolean",2,0,  ,62,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,147,718,N,"_Bool boolean Logger.isDebugEnabled()()",8,0.88,0.00,0,0,147 148,2
"boolean Logger.isErrorEnabled()","de.tuhh.ti5.androidsvgnavimap.Logger.isErrorEnabled():boolean",2,0,  ,62,0,/Users/ruibrito/IdeaProjects/SvgNaviMap/AndroidSvgNaviMap/src/de/tuhh/ti5/androidsvgnavimap/Logger.java,174,718,N,"_Bool boolean Logger.isErrorEnabled()()",8,0.88,0.00,0,0,174 175,2
